Num;"Date ouverture";"Resp ouverture";"Date saisie";"Respsaisie";Date r_solution;"Resp r_solution";Diff Open close;Mois;"Ncmde";"N≠ Facture";"Total net facture";Montant Net _ cr_diter;N client;"Cat_gorie client ";"D_nominationclient";Ref client;N≠bon retour;Identif. classement;N≠ fax client;N≠ tel  client;"Causelitige";Dep cause ltige;Description litige;;Nom du d_l_gue;Marque;Nom encodeuse;"Codearticle";D_nomination article;"Quantit_Produits";Description litige;Departement 1;Date action 1;Description 1;Check 1;Departement 2;Date action 2;Description 2;Check2;Close date;Check;Contr_le logistique ;Extra info;N≠ note de cr_dit;"Nouvellefacture";Code solution;"Date Relanc_";NCR MED NOMBRE;Dossier d_gat ;Ref dossier d_gats;Info NC transporteur 
2218;26/06/14;ENZA;3/07/14;ENZA;;;134;2014/06;30019153;360824;313,26;;9960;3. PHARMA;DE VOORZORG CVBA;1406217;201400404;V GRO;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;MAUREEN;PLUSIEURS;PLUSIEURS;6;;ADV;4/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;4/07/14;Demande enlèvement transporteur;;16/07/14;;;MANQUE 3 NUTR.SH 200ML ET 3 SH LT AVOINE -RECU 3 SH NUTR. PAS CDE;;30019787-1/30019786-1;4. Nvlle cmde + NC;;;;;
2219;25/06/14;ENZA;3/07/14;ENZA;10/09/14;AUDREY;cloture;2014/06;30018062;359648;625,05;200,1;4010210;F;HAARSTUDIO NAUTA;;201400405;H COIF;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;RIANNE BROUWER;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;7;;ADV;4/07/14;Facturation des produits livr_s en trop T1;;Transp;4/07/14;Demande enlèvement transporteur;10/09/14;16/07/14;10/09/14;4/sep;RETOUR DE 7 X SH ET MASQ LITRES PAS CDE ?;0040002040-8;;13. NC voir retour stock;;;;;
2220;24/06/14;QUENTIN;3/07/14;AUDREY;;;136;2014/06;30018371;360052;561,73;;1500;3. PHARMA;PCIE FRAITURE (IASIS);;201400499;F PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;DAMIEN PRANGER;AVENE;;521952;A-CR 50+ 50ML 14;5;;ADV;4/07/14;Cde +/- et refact T1 des produits livr_ en trop;26/08/14;Transp;4/07/14;Demande enlèvement transporteur;26/08/14;16/07/14;;;;;30022810+30022809;4. Nvlle cmde + NC;;;;;
2221;2/07/14;QUENTIN;3/07/14;;;;128;2014/07;30015703;356532;;;4941;3. PHARMA;SOCIETE COOPERATIVE LIFE;;;L COO;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;ERIC SPELTINCKX;KLORANE;;PLUSIEURS;PLUSIEURS;5;;ADV;4/07/14;VOIR ACTION 2;;ADV;5/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;5/07/14;;;;;;11. NC + refac;;;;;
2222;20/06/14;QUENTIN;28/08/14;AMINA;15/10/14;Audrey;cloture;2014/06;30017906;359663;435,03;;1692;3. PHARMA;PCIE SERVAIS LASNES;;201400521;S PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;ERIC SPELTINCKX;KLORANE;;522224;K-SHP CEDRAT+DE##;7;;ADV;29/08/14;Facturation des produits livr_s en trop T1;;Transp;29/08/14;Demande enlèvement transporteur;;10/09/14;;;;;;13. NC voir retour stock;;;;;
2223;3/07/14;MARIE-FRANCE V;3/07/14;;4/07/14;;cloture;2014/07;30019760;;;;2356;6. GROSSISTES;BELMEDIS NV;;;;0032/92828266;0032/92809020;6. Erreur admin;ADV;Erreur s_lection client;6. Erreur adminADVErreur s_lection client;;;MAUREEN;PLUSIEURS;0;;;ADV;4/07/14;VOIR ACTION 2;;ADV;5/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;5/07/14;;;;;;11. NC + refac;;;;;
2224;20/06/14;QUENTIN;28/08/14;AMINA;;;140;2014/06;30017906;359663;435,03;;1692;3. PHARMA;PCIE SERVAIS LASNES;;201400520;S PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;ERIC SPELTINCKX;KLORANE;;PLUSIEURS;PLUSIEURS;10;;ADV;29/08/14;VOIR ACTION 2;;ADV;30/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;30/08/14;;17-oct;;;;11. NC + refac;;;;;
2225;18/06/14;QUENTIN;28/08/14;QUENTIN;26/09/14;IMAN;cloture;2014/06;30017020;358751;960,97;;15013;1. COIFFEURS;FERBER HAIR & STYLE SARL-R?SISTANCE;;201400534;F COIF;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;SMAL VALERIE;FURTERER;;PLUSIEURS;PLUSIEURS;5;;ADV;29/08/14;Facturation des produits livr_s en trop T1;28/08/14;Transp;29/08/14;Demande enlèvement transporteur;;10/09/14;;17/sep;;40002218;;13. NC voir retour stock;;;;;
2226;17/06/14;ENZA;3/07/14;ENZA;18/09/14;IMAN;cloture;2014/06;30017725;359465;3.712,41;34,61;3040;1;CERP SA;04/025207;201400413;C GRO;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;MAUREEN;512808;C-NUTRIALBA CR RICH 50ML;3;;ADV;4/07/14;VOIR ACTION 2;;Transp;4/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;16/07/14;;4/sep;PAS RECU 3 X NUTRIALBA CR RICHE NC - RECU A LA PLACE 3 HYDRALBA RETOUR+ NC ;40002055;00319933-1;4. Nvlle cmde + NC;;;;;
2227;16/06/14;ENZA;3/07/14;ENZA;3/07/14;ENZA;cloture;2014/06;30017535;359366;1.282,59;7,22;3040;6. GROSSISTES;CERP SA;04/025492;;C GRO;0032/23462335;0032/23490235;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;MAUREEN;518428;K-BLEUET PATCH YX;1;;ADV;4/07/14;VOIR ACTION 2;3/07/14;Transp;4/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);3/07/14;16/07/14;3/07/14;;MANQUE 1 PCS A LA LIVR NC;0040001523-8;;4. Nvlle cmde + NC;;;;;
2228;18/06/14;ENZA;3/07/14;ENZA;3/07/14;ENZA;cloture;2014/06;30018210;359680;7.445,91;;3040;6. GROSSISTES;CERP SA;01/071291;;C GRO;0032/23462335;0032/23490235;3. Excès - Facturer;Picking;Erreur de produit;3. Excès - FacturerPickingErreur de produit;GROSSISTE;N/A;MAUREEN;PLUSIEURS;0;24;;ADV;4/07/14;VOIR ACTION 2;3/07/14;ADV;4/07/14;Nvlle cmde T1 ;3/07/14;4/07/14;3/07/14;;RECU 12 CC CR  ET 12 GOMMAGE EN + A FACT- MANQUE 12 TRIX CR ET 12 XERAC CR ENVOI;;0030019943-1/0030019945-1;9. Facturation - reçu en trop;;;;;
2229;19/06/14;ENZA;3/07/14;ENZA;3/07/14;ENZA;cloture;2014/06;30018211;359681;5.951,51;;3040;6. GROSSISTES;CERP SA;01/071292;;C GRO;0032/23462335;0032/23490235;1. Trop peu - faire suivre;ADV;Erreur encodage;1. Trop peu - faire suivreADVErreur encodage;GROSSISTE;N/A;MAUREEN;649577;C-CYTELIUM LOT 100ML VERT;135;;ADV;4/07/14;Nvlle cmde T1 ;3/07/14;Transp;4/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);3/07/14;16/07/14;3/07/14;;OUBLI ENCODAGE 135 PCS CYTELIUM LOT;;0030019951-1;8. Nvlle cmde ;;;;;
2230;25/06/14;ENZA;9/07/14;ENZA;9/07/14;ENZA;cloture;;30018347;360080;4.962,60;;3040;6. GROSSISTES;CERP SA;04/026380;;C GRO;0032/23462335;0032/23490235;;;;;GROSSISTE;N/A;MAUREEN;510108;C-EXO SHP MOUS 125ML;6;;;;;9/07/14;;;;9/07/14;;9/07/14;;CLIENT RECU NV CNK MAIS CDE ANCIEN - TEL CLIENT POUR INFO GARDE LES PRODUITS ;;;;;;;;
2231;27/06/14;ENZA;9/07/14;ENZA;4/11/14;ENZA;cloture;2014/06;30018494;360235;3.253,96;;3040;6. GROSSISTES;CERP SA;01/072598;201400420;C GRO;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;MAUREEN;515113;C-EXO CR BARRIERE 100ML;6;;ADV;10/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;10/07/14;Demande enlèvement transporteur;;22/07/14;;;CL CDE CR BARRIERRE - RECU CR EPITHELIALE - D'APRES LE CLIENT RIEN A REPRENDRE 04/11 EP;;0030020401-1/0030020405-1;4. Nvlle cmde + NC;;;;;
2232;26/06/14;ENZA;9/07/14;ENZA;19/09/14;IMAN;cloture;2014/06;30018209;359816;3.691,27;;3040;1;CERP SA;03/018733;201400422;C GRO;0; ;1. Trop peu - faire suivre;ADV;Erreur encodage;1. Trop peu - faire suivreADVErreur encodage;GROSSISTE;N/A;MAUREEN;515302;A-DENSEAL CR 100ML;12;;ADV;10/07/14;Nvlle cmde T1 ;;Transp;10/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;22/07/14;;4/sep;RECU 12 X DENSEAL - CDE 12 X CR MAINS ADERMA;40002044;0030020413-1;8. Nvlle cmde ;;;;;
2241;15/06/14;QUENTIN;3/07/14;;;;145;2014/06;30017991;359722;627,69;;6485;3. PHARMA;PCIE THIBAUT - BOUCART;;;T PH;0;APB:512201;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;DAMIEN PRANGER;AVENE;;511147;A-DERMO K SN ANTIFOL 40ML;1;;ADV;4/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;4/07/14;Demande enlèvement transporteur;;16/07/14;;;;;;4. Nvlle cmde + NC;;;;;
2242;3/07/14;QUENTIN;3/07/14;;9/10/14;Audrey;cloture;2014/07;30018475;360184;468,65;50,69;15011;1. COIFFEURS;FERBER HAIR & STYLE SARL- LUXVIL;;201400435;F COIF;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;SMAL VALERIE;FURTERER;;521592;F-TRIPHAS PRO 16FLC;6;;ADV;4/07/14;Facturation des produits livr_s en trop T1;;Transp;4/07/14;Demande enlèvement transporteur;;16/07/14;;;;40002328;;13. NC voir retour stock;;;;;
2243;3/07/14;AUDREY;3/07/14;AUDREY;3/07/14;AUDREY;cloture;2014/07;400001110;442888;0;0;7480;3. PHARMA;APOT R. WILLEMSEN;;;W PH;0032/25212230;0032/25212230;5. P_rim_s;Picking;P_remption trop proche;5. P_rim_sPickingP_remption trop proche;LOTTE LEPAGE;AVENE;ELECTRONIQUE;511314;A-DEPIG CR RICH 30ML;2;;Transp;4/07/14;Nvlle cmde T1 ;;Transp;4/07/14;Demande enlèvement transporteur + NC T8 entrepot 17;;16/07/14;;;;;;4. Nvlle cmde + NC;;;;;
2244;12/06/14;QUENTIN;4/07/14;;19/09/14;IMAN;cloture;2014/06;30014744;354801;568,45;;3264;2;FARMA POLLET;;201400421;P PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;SOFIE VAN HOOF;AVENE;;PLUSIEURS;PLUSIEURS;10;;ADV;5/07/14;VOIR ACTION 2;9/07/14;Transp;5/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;17/07/14;;4/sep;;40002045;003002408-1;3. NC avec r_int_gration;;;;;
2245;11/06/14;QUENTIN;4/07/14;;7/10/14;ENZA;cloture;2014/06;30016818;358211;135,93;8,9;5058;3. PHARMA;APOT BLOCK NV;;201400579;B PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;LOTTE LEPAGE;AVENE;;514346;ZA-LOT MICELL 400ML**;4;;ADV;5/07/14;Facturation des produits livr_s en trop T1;7/10/14;Transp;5/07/14;Demande enlèvement transporteur;7/10/14;17/07/14;;;PRODUITS NON CDE ET NON RECU NC A FAIRE ;0040002314-8;;13. NC voir retour stock;;;;;
2246;11/06/14;QUENTIN;4/07/14;;17/09/14;ENZA;cloture;2014/06;30016818;358211;135,93;9,12;5058;2;APOT BLOCK NV;;;B PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;LOTTE LEPAGE;AVENE;;511348;A-SAR CR HYD JOUR 40ML;2;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;7/10/14;Transp;5/07/14;Demande enlèvement transporteur;7/10/14;17/07/14;;;PRODUIT PAS RECU - NC A FAIRE;0040002120-8;;4. Nvlle cmde + NC;;;;;
2247;11/06/14;QUENTIN;4/07/14;;;;149;2014/06;30016281;357307;;;3490;6. GROSSISTES;MAUROY SA;;;M GRO;0; ;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;;;;PLUSIEURS;PLUSIEURS;30;;ADV;5/07/14;Facturation des produits livr_s en trop T1;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;;;13. NC voir retour stock;;;;;
2248;11/06/14;QUENTIN;4/07/14;AMINA;5/11/14;Audrey;cloture;2014/06;30016993;358052;169,97;6,74;1743;3. PHARMA;APOT APOBEL;;201400512;D PH;0;APB:418108;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;CHARLOTTE GHEKIERE;AVENE;;521750;A-SPR ENF THP50+ 200ML;12;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;voir litige 2091;;;4. Nvlle cmde + NC;;;;;
2249;10/06/14;QUENTIN;4/07/14;AMINA;5/11/14;Audrey;;2014/06;30015513;358402;96,33;5,14;900444;2;MULTIPHARMA 444;;;M PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;JULIE WYNS;KLORANE;;515443;K-BB EAU DE BEBE 50ML;1;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;40002799;30021302;;4. Nvlle cmde + NC;;;;;
2250;4/06/14;QUENTIN;4/07/14;;28/08/14;AUDREY;cloture;2014/06;30017241;358979;307,39;;345062;3. PHARMA;PCIE FAMILIA 062 (MATON);;;F PH; ;0032/23461079;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;ERIC SPELTINCKX;KLORANE;;PLUSIEURS;0;11;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;28/08/14;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;;30022802;4. Nvlle cmde + NC;;;;;
2251;10/06/14;FLOR;4/07/14;AMINA;;;150;2014/06;30017345;359145;323,6;;2264;3. PHARMA;PCIE GOFFIN;;201400518;G PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;ERIC SPELTINCKX;KLORANE;;PLUSIEURS;PLUSIEURS;12;;ADV;5/07/14;Facturation des produits livr_s en trop T1;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;17/sep;;;;13. NC voir retour stock;;;;;
2252;4/07/14;AUDREY;4/07/14;AUDREY;4/07/14;AUDREY;cloture;2014/07;30018548;360262;698,66;698,66;5545;3. PHARMA;APOT LEYMAN BVBA;;;L PH; ;0032/92252008;6. Erreur admin;Commercial;Erreur de s_lection client;6. Erreur adminCommercialErreur de s_lection client;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;0;154;;ADV;5/07/14;VOIR ACTION 2;4/07/14;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;4/07/14;6/07/14;4/07/14;;COMPL. COR. NC LE 19/08 EP;40001524 - 40001863-7;30020018 - 30022449-3;11. NC + refac;;;;;
2253;10/06/14;QUENTIN;4/07/14;;;;150;2014/06;30017345;359145;232,6;;2264;3. PHARMA;PCIE GOFFIN;;;G PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;ERIC SPELTINCKX;KLORANE;;PLUSIEURS;PLUSIEURS;9;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;;;4. Nvlle cmde + NC;;;;;
2254;3/07/14;AUDREY;4/07/14;AUDREY;4/07/14;AUDREY;cloture;2014/07;30018870;360700;504,46;23,65;5055;3. PHARMA;UNIVERSAL PHARMA SA;;;U GRO;0032/65662918;0032/65662900;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;;MAUREEN;517048;;1;;ADV;5/07/14;VOIR ACTION 2;4/07/14;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;4/07/14;6/07/14;4/07/14;;;40001526;30020020;11. NC + refac;;;;;
2255;3/07/14;AUDREY;4/07/14;AUDREY;4/07/14;AUDREY;cloture;2014/07;30019376;361420;328,1;;5055;3. PHARMA;UNIVERSAL PHARMA SA;;;U GRO;0032/65662918;0032/65662900;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;GROSSISTE;N/A;ELECTRONIQUE;517048;D-DIASEPT SOLUTION 125ML;6;;ADV;5/07/14;VOIR ACTION 2;4/07/14;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;4/07/14;6/07/14;4/07/14;;;40001528;30020022;11. NC + refac;;;;;
2256;27/06/14;QUENTIN;4/07/14;;;;133;2014/06;30018870;360700;;;3700;3. PHARMA;PCIE NOVELTY (FENNIA );;;N PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;PATRICIA DUPONT;AVENE;;513005;A-LOT PX INTOL DFI 200ML;1;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;;30027387;4. Nvlle cmde + NC;;;;;
2257;26/06/14;QUENTIN;4/07/14;AMINA;15/10/14;Audrey;cloture;2014/06;30019119;360953;495,78;;4751;3. PHARMA;PCIE KAIRIS U;;;K PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;THIERRY DELHALLE;DUCRAY - A-DERMA;;496577;D-CARTE FIDEL 14 FR;30;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;30021070;;4. Nvlle cmde + NC;;;;;
2258;3/07/14;AUDREY;4/07/14;AUDREY;4/07/14;AUDREY;cloture;2014/07;30018206;361419;331,17;;5055;3. PHARMA;UNIVERSAL PHARMA SA;;;U GRO;0032/65662918;0032/65662900;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;MAUREEN;517050;D-DIASEPT SPR 125ML;100;;ADV;5/07/14;VOIR ACTION 2;4/07/14;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;4/07/14;6/07/14;4/07/14;;;40001533;30020047;11. NC + refac;;;;;
2259;28/06/14;QUENTIN;4/07/14;AMINA;11/08/14;;cloture;2014/06;30019214;361216;549,38;11,46;8653;3. PHARMA;PCIE REMILI BASTIN;;;R PH; ;0032/64442253;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;DAMIEN PRANGER;AVENE;;523472;A-HYDRA OPT SERUM 30ML;6;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;;;4. Nvlle cmde + NC;;;;;
2260;30/06/14;QUENTIN;4/07/14;;30/09/14;ENZA;cloture;2014/06;30018806;360540;325,15;;7279;3. PHARMA;APOT DESSEIN (VAN DE VEL ANJA);;;D PH;0; ;1. Trop peu - faire suivre;Commercial;Encodage;1. Trop peu - faire suivreCommercialEncodage;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;;517153;;4;;ADV;5/07/14;Nvlle cmde T1 ;30/09/14;Transp;5/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);30/09/14;17/07/14;;;PAS RECU LES 4 ANACAPS TRIACTIV - COR. CDE;;0030026027-1;8. Nvlle cmde ;;;;;
2261;26/06/14;QUENTIN;4/07/14;;26/09/14;IMAN;cloture;2014/06;30018877;360959;441,28;13,72;550021;3. PHARMA;UNIVERSAL PHARMA (WOLUWE);;201400500;U PH;0; ;1. Trop peu - faire suivre;Commercial;Encodage;1. Trop peu - faire suivreCommercialEncodage;PATRICIA DUPONT;AVENE;;515289;A-ELUAGE EMUL 30ML;3;;ADV;5/07/14;Nvlle cmde T1 ;26/08/14;Transp;5/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);26/08/14;17/07/14;;17/sep;;40002199/0040002573;;8. Nvlle cmde ;;;;;
2262;25/06/14;QUENTIN;4/07/14;;28/08/14;AUDREY;cloture;2014/06;80000401;360395;88,79;9,04;343011;3. PHARMA;PCIE POP. VERVIERS (JOAQUIMJUSTO);;;P PH;0032/87225002;0032/87223217;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;ERIC SPELTINCKX;KLORANE;;523295;K-MASQ MANGUE 150ML;1;;ADV;5/07/14;Cde +/- et refact T1 des produits livr_ en trop;25/08/14;Transp;5/07/14;Demande enlèvement transporteur;;17/07/14;;;;;30022800;4. Nvlle cmde + NC;;;;;
2263;23/06/14;QUENTIN;4/07/14;;9/10/14;Audrey;cloture;2014/06;30018548;360262;698,66;7,45;5545;3. PHARMA;APOT LEYMAN BVBA****;;201400509;L PH;0; ;1. Trop peu - faire suivre;Commercial;Encodage;1. Trop peu - faire suivreCommercialEncodage;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;;517159;D-KERTYOL PSO CR 100ML;5;;ADV;5/07/14;Nvlle cmde T1 ;;Transp;5/07/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;17/07/14;;17/sep;;40002275;;8. Nvlle cmde ;;;;;
2264;3/07/14;IMAN;4/07/14;IMAN;1/10/14;ENZA;cloture;2014/07;30018421;360144;279,07;;6150;3. PHARMA;PCIE QUARRE;;;Q PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;185;;ADV;5/07/14;VOIR ACTION 2;;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;6/07/14;;;ERREUR SUR REMISE DE LA CDE + PAS RECU LES ECHANGES DES PERIMES REPRIS + ENVOI ECHANGE ;0040002267-7;0030026051-3 / 0030026149-1;11. NC + refac;;;;;
2265;3/07/14;IMAN;4/07/14;IMAN;4/11/14;Audrey;cloture;2014/07;30019333;361082;464,96;;2331;3. PHARMA;APOT POPPE;;;P PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;LOTTE LEPAGE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;62;;ADV;5/07/14;VOIR ACTION 2;;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;6/07/14;;;;4001898;30022659;11. NC + refac;;;;;
2266;3/07/14;IMAN;4/07/14;IMAN;24/10/14;IMAN;cloture;2014/07;30018554;360249;260,82;;4248;3. PHARMA;APOT BENEDICTE VERMEULEN;;;B PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;525348;D-DISP  DIASEP PLEIN 14;93;;ADV;5/07/14;VOIR ACTION 2;;ADV;6/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;6/07/14;;;;40002661-7;0030028030-3;11. NC + refac;;;;;
2267;30/06/14;MARIE-FRANCE V;7/07/14;;30/06/14;;cloture;2014/06;40001296;;57,02;;5206;3. PHARMA;PCIE SERVAIS;;201400038;;0032/23573337;0032/23573334;6. Erreur admin;ADV;Erreur facturation;6. Erreur adminADVErreur facturation;VALERIE SMAL;FURTERER;MAUREEN;PLUSIEURS;0;7;;ADV;8/07/14;VOIR ACTION 2;;ADV;9/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;9/07/14;;;NC FAITE EN TYPE 8 MAIS SANS RETOUR -> NC DEVAIT ETRE EN TYPE 7;;RECTIFICATION VIA INTR30 25000204;11. NC + refac;;;;;
2268;30/06/14;MARIE-FRANCE V;7/07/14;;30/06/14;;cloture;2014/06;40001299;;9,18;;3430;3. PHARMA;V-PHARMA (PPV);;201400045;;.;0032/87322970;6. Erreur admin;ADV;Erreur facturation;6. Erreur adminADVErreur facturation;ANNA SECCHI;AVENE;MAUREEN;PLUSIEURS;0;;;ADV;8/07/14;VOIR ACTION 2;;ADV;9/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;9/07/14;;;NC FAITE EN TYPE 8 MAIS SANS RETOUR -> NC DEVAIT ETRE EN TYPE 7;;RECTIFICATION VIA INTR30 25000204;11. NC + refac;;;;;
2269;30/06/14;MARIE-FRANCE V;7/07/14;IMAN;30/06/14;AMINA;cloture;2014/06;40000737;;60,11;;4680;3. PHARMA;APOT TENNSTEDT-LEVIE;;201400075;;0032/26860175;0032/26860177;6. Erreur admin;ADV;Erreur facturation;6. Erreur adminADVErreur facturation;NADINE GRILLMAIER;DUCRAY - A-DERMA;ARIANE;PLUSIEURS;0;;;ADV;8/07/14;VOIR ACTION 2;;ADV;9/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;9/07/14;;;NC FAITE EN TYPE 8 MAIS SANS RETOUR -> NC DEVAIT ETRE EN TYPE 7;;30021676;11. NC + refac;;;;;
2270;30/06/14;MARIE-FRANCE V;7/07/14;;30/06/14;;cloture;2014/06;40000738;;4,96;;4680;3. PHARMA;APOT TENNSTEDT-LEVIE;;201400076;;0032/26860175;0032/26860177;6. Erreur admin;ADV;Erreur facturation;6. Erreur adminADVErreur facturation;ERIC SPELTINCKX;KLORANE;ARIANE;PLUSIEURS;0;;;ADV;8/07/14;VOIR ACTION 2;;ADV;9/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;9/07/14;;;NC FAITE EN TYPE 8 MAIS SANS RETOUR -> NC DEVAIT ETRE EN TYPE 7;;RECTIFICATION VIA INTR30 25000204;11. NC + refac;;;;;
2271;30/06/14;MARIE-FRANCE V;7/07/14;;30/06/14;;cloture;2014/06;40001300;;30,21;;4010061;1. COIFFEURS;HERMENS HAARMODE;;201400081;; ;0031/464371224;6. Erreur admin;ADV;Erreur facturation;6. Erreur adminADVErreur facturation;RIANNE BROUWER;FURTERER;MAUREEN;PLUSIEURS;0;;;ADV;8/07/14;VOIR ACTION 2;;ADV;9/07/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;9/07/14;;;NC FAITE EN TYPE 8 MAIS SANS RETOUR -> NC DEVAIT ETRE EN TYPE 7;;RECTIFICATION VIA INTR30 25000204;11. NC + refac;;;;;
